sku,Termék neve,"Súly
kg",Típus,nemtudommi,Hozzavalok,Price without VAT ,BARCODE,Legal Product Name ,Product Description ,Additives - EU ,Analytical Constituents - EU ,Ingredients ,Recommended for ,Not Recommended for,PictureUrl
604297,SP Canine Adult Perfect Weight Medium 12 kg,12,száraz,1,csirke,"22,580",52742025216,Hill's Science Plan Perfect Weight Medium Adult kutyaeledel Csirkével,"A Hill's Science Plan PERFECT WEIGHT MEDIUM ADULT KUTYAELEDEL CSIRKÉVEL (csirke 7%) teljes értékű eledel 1 évnél idősebb, felnőtt, közepes testű, enyhén túlsúlyos vagy hízásra hajlamos kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 74.9mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.4mg, 3b502 (Mangán) 7.7mg, 3b603 (Cink) 155mg, 3b801 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 25.3%, Zsírtartalom 11.3%, Nyersrost 12.1%, Nyershamu 5.1%, Kalcium 0.75%, Foszfor 0.61%, Nátrium 0.29%, Kálium 0.78%, Magnézium 0.12%; kilogrammonként: A-vitamin 10,012NE, D3-vitamin 768NE, E-vitamin 550mg, C-vitamin 90mg, Béta-karotin 1.5mg, L-karnitin 343mg.","Csirkével: búza, kukoricaglutén-liszt, kukorica, csirke (7%) -és pulykaliszt, borsókorpa, cellulóz, hidrolizált húskivonat, szárított paradicsomtörköly, állati zsiradék, lenmag, szárított répapép, kókuszolaj (2%), ásványi anyagok, szárított sárgarépa, vitaminok, L-karnitin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, akik kevesebb kalóriát igényelnek (pl. kevésbé aktívak, ivartalanítottak vagy egyéb okból hízásra hajlamosak).","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604297/121918-SP-K9_Adl_PW_Med_Ckn_2k-render.png
604316,SP Canine Adult Perfect Weight Large Breed 12 kg,12,száraz,1,csirke,"22,580",52742366906,Hill's Science Plan Perfect Weight Large Breed Adult kutyaeledel Csirkével,"A Hill's Science Plan PERFECT WEIGHT LARGE BREED ADULT KUTYAELEDEL CSIRKÉVEL (csirke 7%) teljes értékű eledel 1 évnél idősebb, felnőtt, nagy / óriás testű (25kg+), enyhén túlsúlyos vagy hízásra hajlamos kutyák részére.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok : 3b103 (Vas) 74,9mg, 3b202 (Jód) 1,2mg, 3b405 (Réz) 7,4mg, 3b502 (Mangán) 7,7mg, 3b603 (Cink) 155mg, 3b801 (Szelén) 0,2mg. ","ANALITIKAI ÖSSZETEVŐK: fehérje 25,3%, Nyerszsír 11,3%, Nyersrost 12,1%, Nyershamu 5,1%, Kalcium 0,75%, Foszfor 0,61%, Nátrium 0,29%, Kálium 0,78%, Magnézium 0,12%; kilogrammonként: A-vitamin 10.012NE, D3‐vitamin 768NE, E-vitamin 550mg, C-vitamin 90mg, Béta-karotin 1,5mg, L-karnitin 343mg. ","Csirkével: búza, kukoricaglutén-liszt, kukorica, csirke (7%) -és pulykaliszt (összes baromfi 12%), borsókorpa, cellulóz, hidrolizált húskivonat, szárított paradicsomtörköly, lenmag, állati zsiradék, szárított répapép, kókuszolaj (2.1%), ásványi anyagok, szárított sárgarépa, L-karnitin, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, akik kevesebb kalóriát igényelnek (pl. kevésbé aktívak, ivartalanítottak vagy egyéb okból hízásra hajlamosak).","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604316/013019-SP-K9_Adl_PW_LB_Ckn_2k-render (1).png
607071,SP CANINE ADULT PERFECT WEIGHT & ACTIVE MOBILITY LB CHK 12 KG,12,száraz,1,csirke,"23,740",52742052410,Hill's Science Plan PERFECT WEIGHT & ACTIVE MOBILITY LARGE BREED ADULT KUTYAELEDEL CSIRKÉVEL,"A Hill's Science Plan PERFECT WEIGHT & ACTIVE MOBILITY LARGE BREED ADULT KUTYAELEDEL CSIRKÉVEL teljes értékű eledel olyan 1 évnél idősebb nagytestű vagy óriás testméretű felnőtt kutyák számára, akik hízásra hajlamosak vagy kissé túlsúlyosak, ami a mozgásszervi zavarok rizikófaktora.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 72,0mg, 3b202 (Jód) 1,8mg, 3b405 (Réz) 7,1mg, 3b502 (Mangán) 7,4mg, 3b603 (Cink) 126mg, 3b801 (Szelén) 0,2mg, természetes antioxidánssal. ","ANALITIKAI ÖSSZETEVŐK: Fehérje 25,5%, Zsírtartalom 13,0%, Nyersrost 13,3%, Nyershamu 5,4%, Omega-3 zsírsavak 1,4%, Kalcium 0,84%, Foszfor 0,63%, Nátrium 0,29%, Kálium 0,78%, Magnézium 0,13%; kilogrammonként: A-vitamin 10.056NE, D3‐vitamin 736NE, E-vitamin 600mg, C-vitamin 115mg, Béta-karotin 1,5mg, Glükózamin 640mg, Kondroitin-szulfát 732mg. ","Csirkével: csirke- és pulykaliszt (csirke 8%; összes baromfi 13%), búza, kukoricaglutén-liszt, borsókorpaliszt, kukorica, hidrolizált húskivonat, szárított paradicsomtörköly, cellulóz, szárított répapép, lenmag, kókuszolaj, szójababolaj, halolaj (1,9%), ásványi anyagok, állati zsír, szárított sárgarépa, vitaminok, sertésporc (kondroitin-szulfát), nyomelemek, rákpáncél-hidrolizátum (glükózamin-forrás) és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",0,0,https://github.com/totapp91/hills/607071/BK32938M SP Ca Adult LB PW&AM Chicken Dry 3D Full Front EU.png
604252,SP Canine Adult HealthyMobility Small&Miniature 1.5 kg,1.5,száraz,6,csirke,"4,760",52742024806,Hill's Science Plan Healthy Mobility Small & Mini Adult kutyaeledel Csirkével,"A Hill's Science Plan HEALTHY MOBILITY SMALL & MINI ADULT KUTYAELEDEL CSIRKÉVEL (csirke 7%; összes baromfi 11%) teljes értékű eledel 1 évesnél idősebb, kistestű kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 78.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.7mg, 3b502 (Mangán) 8.1mg, 3b603 (Cink) 162mg, 3b801 (Szelén) 0.2mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 18.6%, Zsírtartalom 13.7%, Nyersrost 2.2%, Omega-3 zsírsavak 1.4%, Nyershamu 4.3%, EPA 0.29%, Kalcium 0.61%, Foszfor 0.54%, Nátrium 0.22%, Kálium 0.72%, Magnézium 0.10%; kilogrammonként: A-vitamin 9,741NE, D3-vitamin 753NE, E-vitamin 750mg, C-vitamin 105mg, Béta-karotin 1.5mg, Glükózamin 377mg, Kondroitin-szulfát 444mg.","Csirkével: Kukorica, búza, csirke (7%) -és pulykaliszt (összes baromfi 11%), hidrolizált húskivonat, állati zsiradék, kukoricaglutén-liszt, lenmag, halolaj, szójaolaj, ásványi anyagok, borsókorpa, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1 évnél idősebb 10 kg alatti testtömegű kutyáknak.,"Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604252/122018-SP-K9_Adl_HM_SM_Ckn_2p5k-render.png
604340,SP Canine Adult HealthyMobility Small&Miniature 6 kg,6,száraz,1,csirke,"14,110",52742025636,Hill's Science Plan Healthy Mobility Small & Mini Adult kutyaeledel Csirkével,"A Hill's Science Plan HEALTHY MOBILITY SMALL & MINI ADULT KUTYAELEDEL CSIRKÉVEL (csirke 7%; összes baromfi 11%) teljes értékű eledel 1 évesnél idősebb, kistestű kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 78.2mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.7mg, 3b502 (Mangán) 8.1mg, 3b603 (Cink) 162mg, 3b801 (Szelén) 0.2mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 18.6%, Zsírtartalom 13.7%, Nyersrost 2.2%, Omega-3 zsírsavak 1.4%, Nyershamu 4.3%, EPA 0.29%, Kalcium 0.61%, Foszfor 0.54%, Nátrium 0.22%, Kálium 0.72%, Magnézium 0.10%; kilogrammonként: A-vitamin 9,741NE, D3-vitamin 753NE, E-vitamin 750mg, C-vitamin 105mg, Béta-karotin 1.5mg, Glükózamin 377mg, Kondroitin-szulfát 444mg.","Csirkével: Kukorica, búza, csirke (7%) -és pulykaliszt (összes baromfi 11%), hidrolizált húskivonat, állati zsiradék, kukoricaglutén-liszt, lenmag, halolaj, szójaolaj, ásványi anyagok, borsókorpa, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1 évnél idősebb 10 kg alatti testtömegű kutyáknak.,"Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604340/122018-SP-K9_Adl_HM_SM_Ckn_2p5k-render.png
604381,SP Canine Adult HealthyMobility Medium 14 kg,14,száraz,1,csirke,"25,560",52742026138,Hill's Science Plan Healthy Mobility Medium Adult kutyaeledel Csirkével,"A Hill's Science Plan HEALTHY MOBILITY MEDIUM ADULT KUTYAELEDEL CSIRKÉVEL (csirke 7%; összes baromfi 11%) teljes értékű eledel 1 évesnél idősebb, közepes testű felnőtt kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 75.9mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.5mg, 3b502 (Mangán) 118mg, 3b603 (Cink) 157mg, E8 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 18.6%, Zsírtartalom 13.7%, Nyersrost 2.2%, EPA 0.29%, Omega-3 zsírsavak 1.4%, Nyershamu 4.3%, Kalcium 0.61%, Foszfor 0.54%, Nátrium 0.22%, Kálium 0.72%, Magnézium 0.10%; kilogrammonként: A-vitamin 9,762NE, D3-vitamin 754NE, E-vitamin 700mg, C-vitamin 100mg, Béta-karotin 1.5mg, Glükózamin 377mg, Kondroitin-szulfát 444mg.","Csirkével: Kukorica, búza, csirke (7%) -és pulykaliszt (összes baromfi 11%), hidrolizált húskivonat, állati zsiradék, kukoricaglutén-liszt, lenmag, halolaj, szójaolaj, ásványi anyagok, borsókorpa, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1 évnél idősebb felnőtt kutyáknak.,"Kölyökkutyáknak, vemhes vagy szoptató szukáknak, vagy idős kutyáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604381/122018-SP-K9_Adl_HM_Med_Ckn_2p5k-render.png
604370,SP Canine Adult HealthyMobility LargeBreed 14 kg,14,száraz,1,csirke,"25,560",52742026015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://github.com/totapp91/hills/604370/DOG_Adult_Large_Healthy_Mobility_Chicken_Ongoing-Front Packaging.jpg
604247,SP Canine Adult Small&Miniature Sensitive Stomach & Skin 1.5 kg,1.5,száraz,6,csirke,"4,760",52742008240,Hill's Science Plan Sensitive Stomach & Skin Small & Mini Adult kutyaeledel Csirkével,"A Hill's Science Plan SENSITIVE STOMACH & SKIN SMALL & MINI ADULT KUTYAELEDEL CSIRKÉVEL (csirke 9%, összes baromfi 15%) teljes értékű eledel 1 évesnél idősebb, felnőtt, kistestű kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 76.3mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.5mg, 3b502 (Mangán) 7.9mg, 3b603 (Cink) 158mg, 3b801 (Szelén) 0.2mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.3%, Zsírtartalom 14.6%, Nyersrost 1.7%, Omega-6 zsírsavak 3.6%, Nyershamu 5.0%, Kalcium 0.81%, Foszfor 0.67%, Nátrium 0.27%, Kálium 0.64%, Magnézium 0.09%; kilogrammonként: A-vitamin 10,092NE, D3-vitamin 765NE, E-vitamin 690mg, C-vitamin 105mg, Béta-karotin 1.5mg.","Csirkével: tört rizs, csirke (9%) -és pulykaliszt (összes baromfi 15%), barna rizs, kukorica, kukoricaglutén-liszt, árpa, zab, állati zsiradék, hidrolizált húskivonat, szójaolaj, szárított répapép, lenmag, ásványi anyagok, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, ideértve a 10 kg alatti, érzékeny gyomrú és bőrű kutyákat.","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604247/122018-SP-K9_Adl_SSS_SM_Ckn_1p5k-render.png
604342,SP Canine Adult Small&Miniature Sensitive Stomach & Skin 3 kg,3,száraz,4,csirke,"8,290",52742008264,Hill's Science Plan Sensitive Stomach & Skin Small & Mini Adult kutyaeledel Csirkével,"A Hill's Science Plan SENSITIVE STOMACH & SKIN SMALL & MINI ADULT KUTYAELEDEL CSIRKÉVEL (csirke 9%, összes baromfi 15%) teljes értékű eledel 1 évesnél idősebb, felnőtt, kistestű kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 76.3mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.5mg, 3b502 (Mangán) 7.9mg, 3b603 (Cink) 158mg, 3b801 (Szelén) 0.2mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.3%, Zsírtartalom 14.6%, Nyersrost 1.7%, Omega-6 zsírsavak 3.6%, Nyershamu 5.0%, Kalcium 0.81%, Foszfor 0.67%, Nátrium 0.27%, Kálium 0.64%, Magnézium 0.09%; kilogrammonként: A-vitamin 10,092NE, D3-vitamin 765NE, E-vitamin 690mg, C-vitamin 105mg, Béta-karotin 1.5mg.","Csirkével: tört rizs, csirke (9%) -és pulykaliszt (összes baromfi 15%), barna rizs, kukorica, kukoricaglutén-liszt, árpa, zab, állati zsiradék, hidrolizált húskivonat, szójaolaj, szárított répapép, lenmag, ásványi anyagok, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, ideértve a 10 kg alatti, érzékeny gyomrú és bőrű kutyákat.","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604342/122018-SP-K9_Adl_SSS_SM_Ckn_1p5k-render.png
604322,SP Canine Adult Small&Miniature Sensitive Stomach & Skin 6 kg,6,száraz,1,csirke,"14,110",52742025414,Hill's Science Plan Sensitive Stomach & Skin Small & Mini Adult kutyaeledel Csirkével,"A Hill's Science Plan SENSITIVE STOMACH & SKIN SMALL & MINI ADULT KUTYAELEDEL CSIRKÉVEL (csirke 9%, összes baromfi 15%) teljes értékű eledel 1 évesnél idősebb, felnőtt, kistestű kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 76.3mg, 3b202 (Jód) 1.2mg, 3b405 (Réz) 7.5mg, 3b502 (Mangán) 7.9mg, 3b603 (Cink) 158mg, 3b801 (Szelén) 0.2mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.3%, Zsírtartalom 14.6%, Nyersrost 1.7%, Omega-6 zsírsavak 3.6%, Nyershamu 5.0%, Kalcium 0.81%, Foszfor 0.67%, Nátrium 0.27%, Kálium 0.64%, Magnézium 0.09%; kilogrammonként: A-vitamin 10,092NE, D3-vitamin 765NE, E-vitamin 690mg, C-vitamin 105mg, Béta-karotin 1.5mg.","Csirkével: tört rizs, csirke (9%) -és pulykaliszt (összes baromfi 15%), barna rizs, kukorica, kukoricaglutén-liszt, árpa, zab, állati zsiradék, hidrolizált húskivonat, szójaolaj, szárított répapép, lenmag, ásványi anyagok, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, ideértve a 10 kg alatti, érzékeny gyomrú és bőrű kutyákat.","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604322/122018-SP-K9_Adl_SSS_SM_Ckn_1p5k-render.png
604300,SP Canine Adult Sensitive Stomach & Skin 2.5 kg,2.5,száraz,4,csirke,"6,630",52742025131,Hill's Science Plan Sensitive Stomach & Skin Medium Adult kutyaeledel Csirkével,"A Hill's Science Plan SENSITIVE STOMACH & SKIN MEDIUM ADULT KUTYAELEDEL CSIRKÉVEL (csirke 8%, összes baromfi 12%) teljes értékű eledel 1 évesnél idősebb, felnőtt kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 84.0mg, 3b202 (Jód) 1.3mg, 3b405 (Réz) 8.3mg, 3b502 (Mangán) 8.7mg, 3b603 (Cink) 174mg, 3b801 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.5%, Zsírtartalom 14.2%, Nyersrost 1.3%, Omega-6 zsírsavak 3.6%, Nyershamu 5.0%, Kalcium 0.82%, Foszfor 0.59%, Nátrium 0.27%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 7,723NE, D3-vitamin 657NE, E-vitamin 550mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirkével: tört rizs, kukorica, csirke (8%) -és pulykaliszt (összes baromfi 12%), kukoricaglutén-liszt, teljes tojáspor, hidrolizált húskivonat, állati zsiradék, szárított répapép, szójaolaj, ásványi anyagok, lenmag, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, ideértve azokat, akiknek érzékeny a gyomra vagy a bőre.","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604300/122018-SP-K9_Adl_SSS_Med_Ckn_2p5k-render.png
604385,SP Canine Adult Sensitive Stomach & Skin 14 kg,14,száraz,1,csirke,"25,560",52742026091,Hill's Science Plan Sensitive Stomach & Skin Medium Adult kutyaeledel Csirkével,"A Hill's Science Plan SENSITIVE STOMACH & SKIN MEDIUM ADULT KUTYAELEDEL CSIRKÉVEL (csirke 8%, összes baromfi 12%) teljes értékű eledel 1 évesnél idősebb, felnőtt kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 84.0mg, 3b202 (Jód) 1.3mg, 3b405 (Réz) 8.3mg, 3b502 (Mangán) 8.7mg, 3b603 (Cink) 174mg, 3b801 (Szelén) 0.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.5%, Zsírtartalom 14.2%, Nyersrost 1.3%, Omega-6 zsírsavak 3.6%, Nyershamu 5.0%, Kalcium 0.82%, Foszfor 0.59%, Nátrium 0.27%, Kálium 0.68%, Magnézium 0.07%; kilogrammonként: A-vitamin 7,723NE, D3-vitamin 657NE, E-vitamin 550mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirkével: tört rizs, kukorica, csirke (8%) -és pulykaliszt (összes baromfi 12%), kukoricaglutén-liszt, teljes tojáspor, hidrolizált húskivonat, állati zsiradék, szárított répapép, szójaolaj, ásványi anyagok, lenmag, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).","1 évnél idősebb felnőtt kutyáknak, ideértve azokat, akiknek érzékeny a gyomra vagy a bőre.","Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604385/122018-SP-K9_Adl_SSS_Med_Ckn_2p5k-render.png
604295,SP Canine Adult Oral Care 2 kg,2,száraz,4,csirke,"5,290",52742025186,Hill's Science Plan Oral Care Adult kutyaeledel Csirkével,"A Hill's Science Plan ORAL CARE ADULT KUTYAELEDEL CSIRKÉVEL (csirke 14%; összes baromfi 22%) teljes értékű eledel 1 évesnél idősebb, felnőtt kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 60.6mg, 3b202 (Jód) 0.9mg, 3b405 (Réz) 6.0mg, 3b502 (Mangán) 6.3mg, 3b603 (Cink) 125mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.2%, Zsírtartalom 14.0%, Nyersrost 9.7%, Omega-6 zsírsavak 3.4%, Nyershamu 4.3%, Kalcium 0.64%, Foszfor 0.58%, Nátrium 0.24%, Kálium 0.66%, Magnézium 0.08%; kilogrammonként: A-vitamin 9,150NE, D3-vitamin 724NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirkével: Kukorica, csirke (14%) -és pulykaliszt (összes baromfi 22%), tört rizs, cellulóz, állati zsiradék, borsókorpa, hidrolizált húskivonat, teljes tojáspor, szójaolaj, ásványi anyagok, lenmag, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1 évnél idősebb felnőtt kutyáknak a lepedék- és fogkőképződés megelőzésére.,"Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604295/122018-SP-K9_Adl_OC_Ckn_2k-render.png
604330,SP Canine Adult Oral Care 12 kg,12,száraz,1,csirke,"22,580",52742025537,Hill's Science Plan Oral Care Adult kutyaeledel Csirkével,"A Hill's Science Plan ORAL CARE ADULT KUTYAELEDEL CSIRKÉVEL (csirke 14%; összes baromfi 22%) teljes értékű eledel 1 évesnél idősebb, felnőtt kutyák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 60.6mg, 3b202 (Jód) 0.9mg, 3b405 (Réz) 6.0mg, 3b502 (Mangán) 6.3mg, 3b603 (Cink) 125mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 22.2%, Zsírtartalom 14.0%, Nyersrost 9.7%, Omega-6 zsírsavak 3.4%, Nyershamu 4.3%, Kalcium 0.64%, Foszfor 0.58%, Nátrium 0.24%, Kálium 0.66%, Magnézium 0.08%; kilogrammonként: A-vitamin 9,150NE, D3-vitamin 724NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirkével: Kukorica, csirke (14%) -és pulykaliszt (összes baromfi 22%), tört rizs, cellulóz, állati zsiradék, borsókorpa, hidrolizált húskivonat, teljes tojáspor, szójaolaj, ásványi anyagok, lenmag, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",1 évnél idősebb felnőtt kutyáknak a lepedék- és fogkőképződés megelőzésére.,"Kölyökkutyáknak, vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.",https://github.com/totapp91/hills/604330/122018-SP-K9_Adl_OC_Ckn_2k-render.png
604383,SP Canine Adult Performance 14 kg,14,száraz,1,csirke,"25,560",52742026114,Hill's Science Plan Performance Adult kutyaeledel Csirkével,A Hill's Science Plan PERFORMANCE ADULT KUTYAELEDEL CSIRKÉVEL (csirke 21%; összes baromfi 33%) teljes értékű eledel 1 évesnél idősebb munkakutyák részére.,"ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok : 3b103 (vas) 87,3 mg, 3b202 (jód) 3,8 mg, 3b405 (réz) 8,6 mg, 3b502 (mangán) 9,0 mg, 3b603 (cink) 135 mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 28,2 %, Zsírtartalom 24,1 %, Nyersrost 1,6 %, Nyershamu 5,6 %, Kalcium 0,95 %, Foszfor 0,70 %, Nátrium 0,36 %, Kálium 0,75 %, Magnézium 0,08 %; kilogrammonként: A-vitamin 6,345 NE, D3‐vitamin 513 NE, E-vitamin 550 mg, C-vitamin 90 mg, Béta-karotin 1,5 mg.","Csirkével: kukorica, csirke (21%) és pulykaliszt (összes baromfi 33%), állati zsír, szárított citrusvelő, szójaolaj, hidrolizált húskivonat, ásványi anyagok, szárított egész tojás, lenmag, vitaminok, nyomelemek és béta-karotin. Természetes antioxidánssal(tokoferolkeverék).",1 évnél idősebb felnőtt kutyáknak.,"Kölyköknek, vemhes és szoptató szukáknak. Vemhesség és szoptatás ideje alatt a kutyákat Hill's Science Plan kölyöktápra kell átállítani.",https://github.com/totapp91/hills/604383/DOG_Adult_Performance_Chicken_Ongoing-Front Packaging.jpg
607095,SP Canine Mature Adult Chicken 370 g,0.37,konzerv,12,csirke,820,52742051598,Hill's Science Plan MATURE ADULT KUTYAELEDEL csirkével,A Hill's Science Plan MATURE ADULT KUTYAELEDEL CSIRKÉVEL teljes értékű eledel felnőtt kutyák számára 7 éves kor fölött.,"ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (vas) 10,0 mg, 3b202 (jód) 0,3 mg, 3b405 (réz) 1,7 mg, 3b503 (mangán) 2,2 mg, 3b603 (cink) 25,9 mg. ","ANALITIKAI ÖSSZETEVŐK: fehérje 5,1%, zsírtartalom 3,3%, nyersrost 0,76%, nyershamu 1,5%, nedvességtartalom 77,0%, kilogrammonként: A-vitamin 13 164 NE, D3-vitamin 203 NE. ","Csirkével: csirke (12%), sertésmáj, árpa, kukorica, cellulóz, hidrolizált húskivonat, ásványi anyagok, rizsliszt, halolaj, vitaminok, nyomelemek és béta-karotin.",7 év feletti idősödő kutyáknak.,Kölyökkutyáknak vagy felnőtt kutyáknak (7 éves kor alatt). Vemhes vagy szoptató szukáknak. Vemhesség vagy szoptatás alatt a szukákat javasoljuk Hill's Science Plan Puppy kölyöktápra átállítani.,https://github.com/totapp91/hills/607095/BK32621M SP Ca Sr Ckn Can 3D Full Front EU.png
